post,label,source,dialect
"يارب رحمتك 

والحمد لله زاد عدد اللي شفوا 🙏🏼

والله يقويكم ياوزارة الصحة ",normal,Data_World,slang
الحمد لله الله يشفي الجميع ويبعد عن بلدنا وبلاد المسلمين هذا الوباء,normal,Data_World,slang
الله يقويكم ويقوي الاطباء الشجعان,normal,Data_World,slang
الله يشفيهم ويعدي هذه الفتره على خير ومشكورين وزاره الصحه على مجهودكم,normal,Data_World,slang
مجهود جبار الله يعطيكم العافية 💝,normal,Data_World,slang
الله يشافي كل مريض ويحفظ قطر ومن عليها مقدريين لجهودكم,normal,Data_World,slang
"يعد التباعد الاجتماعي خطوة هامة للحد من انتشار فيروس كورونا (كوفيد-19). يرجى اتباع النصائح والتدابير الوقائية التي اوصت بها وزارة الصحة العامة للحفاظ على سلامة المجتمع ودعم الجهود والإجراءات الاحترازية التي تقوم بها دولة #قطر. 
",normal,Data_World,slang
"تواجه قطر وباء كورونا بقوة وحزم وبحشد جهود الجميع لحماية مجتمعنا وبلدنا. جهازنا الصحي يقف في الخط الأمامي من هذه المواجهة وكوادرنا الطبية تؤدي مهمتها النبيلة بشجاعة وتحقق نجاحا لا يكتمل إلا بكم. لنكن عونا لهم بالتزام الإرشادات الوقائية خاصة لزوم المنازل في الفترة الحالية.
",normal,Data_World,slang
"كلنا معكم في صفوف الوطن مرابطين مسددين ومقاربين .

اللهم احفظ قطر قيادة وحكومة وشعباً وأرفع عنها هذه الجانحة #كلنا_متطوعين_من_اجل_قطر
",normal,Data_World,slang
"حفظ الله بلادنا #قطر
وشفى جميع المرضى وحفظ كل من يسكن على هذه الارض وتنتهي هذه الغمة قبل رمضان بإذن الله 

 #قاعد_في_بيتي_من_اجل_قطر  ",normal,Data_World,slang
يعطيكم العافيه وارجوا فرض الحظر الكلي وليس الجزئي ،،لما له من مصلحه عامه ،،والأخذ بتجربه الصين فهيه الدول الوحيدة التي اثبتت بأن جميع اجرائتها على الرغم من شده صرامه هذه الاجرائات ولكن هذا هو الحل الوحيد لمواجه ڤايروس سريع الانتشار ،،عساكم ع القوه,normal,Data_World,slang
انت قدها يابوخليفة احنا وياك والله يحفظ قطر  والعالم اجمع من هذا الوباء #لأجل_قطر_كلنا_في_البيت,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
المصابين يقل .. والشفاء يزيد .. الحمدلله .. #نبيها_صفر,normal,Data_World,slang
افرح اذا في اشخاص شفوا الحمد لله,normal,Data_World,slang
ماشاء الله جهد جبار فحص تقريبا 500 شخص في اليوم الله يقويكم,normal,Data_World,slang
"بفضل من الله الأمور على ما يرام 
أشكر كل موظف في وزارة الصحة لما يقوم به من مجهود",normal,Data_World,slang
"المصابين يقلون والشفاء يزييد اللهم لك الحمد والشكر ..
",normal,Data_World,slang
"ماشاءالله خير
",normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"لدينا تقة بالله وبالمجهود الذي تقوم به وزارة الصحة القطرية بما فيهم الأطباء الذين يشرفون على ذلك . نتطلع إلى الأفضل بإذن الله . وبالشفاء العاجل للمصابين
",normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"يعطيكم العافية من أمس لليوم أكثر من ١٠ الاف فحص ، عساكم على القوة والله يحفظ الجميع
",normal,Data_World,slang
"ما أجمل أن يعلم العالم أن قطر استطاعت بفضل الله ثم بجهود رجالها ونسائها أن تتغلب على هذا الفيروس بدون ""حظر تجوال"" . المعركه ضد العدو الخفي طويلة ومازلنا في بداياتها ، ولكن شكراً لكل من تحمل المسؤولية",normal,Data_World,slang
شعب قطر واهلها ومقيميها وبفضل الله وتوجيهات القيادة الحكيمة تخطت ظروف اصعب وباذن الله سنتخطى هذه الظروف بالوعي والتكاثف والاحساس بالمسؤولية الفردية وبالصبر والثقة بالله انه ستزول هذه الغمة وسنستقبل الشهر الفضيل ونحن بافضل حال.. #قطر _تستحق _منا_ ان _نبقى _في _البيت,normal,Data_World,slang
الحمد الله وعسى ان نكون دائما عند حسن ظنكم وشعب قطر والمقيمين على قدر كبير من الثقافه والوعي وحس عالي من تحمل المسؤوليه ،اللهم احفظ قطر وشعبها وحكومتنا وازح الغمه,normal,Data_World,slang
حظر التجول في بعض الدول الي طبقته سبب لهم مشاكل ثانيه صار ازدحام في الجمعيات بالعكس قطر دائما قرارتها حكيمه,normal,Data_World,slang
دائماً قطر حكومةً وشعباً سباقة للإنتصارات والتقدم في كل مجال من عهد الوالد إلى الأن ..سيرو فعين الله ترعاكم دائماً ..,normal,Data_World,slang
وافضل قرار هو الاخير سكروا كل الاشيا الغير ضروريه حتى وقت الشاي، والتجمعات ممنوعه وصار كنه حظر تجول بطريقة غير مباشرة محد راح يطلع الا اذا عنده شي ضروري وهذا احسن حل,normal,Data_World,slang
حظر التجوال ترا مهم ومافيها شيء لو تطبق بالعكس الا حماية لقطر وأهلها لازم نشوف الصين شلون تغلبت على هالموضوع لازم يكون فيه اغلاق كامل فالبلد ولا الموضوع بيكون جداً صعب ..,normal,Data_World,slang
أصدرت الوزارة قراراً بتغيير ساعات العمل للشركات والمحلات التجارية، حيث أصبحت من الساعة 6 صباحاً وحتى الساعة 7 مساءً ويستثنى من ذلك الخدمات الحيوية. #قطر #سلامتك_هي_سلامتي,normal,Data_World,slang
"افضل قرار 👍🏼  ""  لان هالوقت الصحيح لتقليل التجمعات وتكدس الناس والزحمه ",normal,Data_World,slang
هذه الأوقات احسن شي لان محد راح يضطر يروح الا المحتاج صدق للأغراض لكن اذا بعد التراويح الأغلب بيروح يتمشى هذه الأوقات احسن شي لانه ماراح يكون فيها زحمه,normal,Data_World,slang
أصدرت الوزارة قراراً بإغلاق المحال التالية: محلات تقديم المشروبات الساخنة والباردة، والمقاهي (كوفي شوب) والكافيتريات وذلك حتى اشعار آخر. #قطر #سلامتك_هي_سلامتي,normal,Data_World,slang
أولاً - الله يعطيكم العافية على الجهد الكبير المبذول منكم ومن وزارات الدولة كافة .. ثانياً - هناك سوء لبس وسوء فهم للقرارت الصادرة من قبلكم وأصحاب المحلات والجهات التنفيذية بخصوص إغلاق بعض الأنشطة . ممكن توضيح القرارت .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
اعداد الذين يتم فحصهم كبير وهذا شي جيد وامر ايجابي .. نسأل الله ان يعينكم ويوفقكم ويحفظكم .. جزاكم الله خير،وتحياتنا لكل طاقم العمل,normal,Data_World,slang
